720-01-01,2F0F,1064,7651,Auto Engine Off & Auto High Beam option in productivity screen present,,,,,,,,,,,,,,,,,,,,
720-01-01,1xxx,xxxx,xxxx,Auto Engine Off option absent,,,,,,,,,,,,,,,,,,,,
720-01-01,0xxx,xxxx,xxxx,2wd (doesn't show 4wd gears in cluster),,,,,,,,,,,,,,,,,,,,
720-01-01,2xxx,xxxx,xxxx,4wd,,,,,,,,,,,,,,,,,,,,
720-01-01,xCxx,xxxx,xxxx,Adaptive Cruise Control disabled and CC menu absent from settings,,,,,,,,,,,,,,,,,,,,
720-01-01,xx2x,xxxx,xxxx,AdvanceTrac disabled,,,,,,,,,,,,,,,,,,,,
720-01-01,xxx*,xxxx,xxxx,AdvanceTrac Hard Button Control (AHB) & Auto High Beam (AHB) & Autolamp Delay (AD) & Autolock (AL),,,,,,,,,,,,,,,,,,,,
,,,,"0=AHB disabled, AHB absent, AD absent, AL absent","8=AHB enabled, AHB absent, AD absent, AL absent",,,,,,,,,,,,,,,,,,,
,,,,"1=AHB disabled, AHB absent, AD absent, AL present","9=AHB enabled, AHB absent, AD absent, AL present",,,,,,,,,,,,,,,,,,,
,,,,"2=AHB disabled, AHB absent, AD present, AL absent","A=AHB enabled, AHB absent, AD present, AL absent",,,,,,,,,,,,,,,,,,,
,,,,"3=AHB disabled, AHB absent, AD present, AL present","B=AHB enabled, AHB absent, AD present, AL present",,,,,,,,,,,,,,,,,,,
,,,,"4=AHB disabled, AHB present, AD absent, AL absent","C=AHB enabled, AHB present, AD absent, AL absent",,,,,,,,,,,,,,,,,,,
,,,,"5=AHB disabled, AHB present, AD absent, AL present","D=AHB enabled, AHB present, AD absent, AL present",,,,,,,,,,,,,,,,,,,
,,,,"6=AHB disabled, AHB present, AD present, AL absent","E=AHB enabled, AHB present, AD present, AL absent",,,,,,,,,,,,,,,,,,,
,,,,"7=AHB disabled, AHB present, AD present, AL present","F=AHB enabled, AHB present, AD present, AL present",,,,,,,,,,,,,,,,,,,
720-01-01,xxxx,x4xx,xxxx,"Adds an ""Average Speed"" menu item to Trip/Fuel menu",,,,,,,,,,,,,,,,,,,,
720-01-01,xxxx,xxx4,xxxx,Chimes forwarded to ACM / Vehicle Speakers - Default,DanMc85's findings,,,,,,,,,,,,,,,,,,,
720-01-01,xxxx,xxx0,xxxx,Chimes IPC Internal Speaker Only,,,,,,,,,,,,,,,,,,,,
720-01-01,xxxx,3xxx,xxxx,Auto StartStop shows under Trip/Fuel menu,,,,,,,,,,,,,,,,,,,,
720-01-01,xxxx,xxxx,66xx,Cross Traffic Alert absent,,,,,,,,,,,,,,,,,,,,
720-01-01,xxxx,xxxx,36xx,Navigation/Compass absent,,,,,,,,,,,,,,,,,,,,
720-01-01,xxxx,xxxx,86xx,"Navigation/Compass absent, Cross Traffic Alert absent",,,,,,,,,,,,,,,,,,,,
720-01-01,xxxx,xx2x,xxxx,Driver seatbelt minder status off,,,,,,,,,,,,,,,,,,,,
720-01-01,xxxx,xx4x,xxxx,Passenger seatbelt minder status off,,,,,,,,,,,,,,,,,,,,
720-01-01,xxxx,xx0x,xxxx,Driver & passenger seatbelt minder status off,,,,,,,,,,,,,,,,,,,,
720-01-02,xx0x,xxxx,,Disables Door Ajar warning chime (while truck is in Park),,,,,,,,,,,,,,,,,,,,
720-01-02,x0xx,xxxx,,Driver Alert absent,,,,,,,,,,,,,,,,,,,,
720-01-02,xxxx,*xxx,,"Collision Warning & Fog Lamp Indicator: 5=Coll Warning enabled & fog lamp indicator enabled, 4=Coll warning enabled & fog lamp indicator disabled",,,,,,,,,,,,,,,,,,,,
720-01-02,xxxx,1xxx,,Collision Warning & Cruise Control disabled,,,,,,,,,,,,,,,,,,,,
720-01-02,xxx3,xxxx,,Easy entry/exit disabled,TexasFording's findings,,,,,,,,,,,,,,,,,,,
720-01-02,xxxB,xxxx,,Easy entry/exit enabled,,,,,,,,,,,,,,,,,,,,
720-01-02,221B,50B7,,DTE Calculation option present in productivity screen,,,,,,,,,,,,,,,,,,,,
720-01-02,1xxx,xxxx,,DTE Calculation option absent in productivity screen,,,,,,,,,,,,,,,,,,,,
720-01-02,xxx7,xxxx,,electric parking brake,,,,,,,,,,,,,,,,,,,,
720-02-01,x5xx,xxxx,xxxx,Hood ajar warning disabled,,,,,,,,,,,,,,,,,,,,
720-02-01,xxEx,xxxx,xxxx,"Lane Keeping System present & Daytime Lights option present in Settings, Adv Settings, Vehicle, Lighting",,,,,,,,,,,,,,,,,,,,
720-02-01,xxAx,xxxx,xxxx,"Daytime Lights option absent in Settings, Adv Settings, Vehicle, Lighting",,,,,,,,,,,,,,,,,,,,
720-02-01,xxCx,xxxx,xxxx,"Lane Keeping System absent in Settings, Daytime Lights present",,,,,,,,,,,,,,,,,,,,
720-02-01,xCxx,xxxx,xxxx,Fuel Economy menu absent,,,,,,,,,,,,,,,,,,,,
720-02-01,xBxx,xxxx,xxxx,Fuel History menu absent,,,,,,,,,,,,,,,,,,,,
720-02-01,xAxx,xxxx,xxxx,Fuel Economy & Fuel History menu absent,,,,,,,,,,,,,,,,,,,,
720-02-01,xxxx,xBxx,xxxx,MyKey Status menu absent under Truck Info and under Adv Settings,,,,,,,,,,,,,,,,,,,,
720-02-01,xx*x,xxxx,xxxx,"Key In Ignition Warning Chime (to disable, subtract 8 from your current value there) If it is an A make it a 2, if it's an E make it a 6, etc.",DanMc85's findings,,,,,,,,,,,,,,,,,,,
720-02-01,xxxx,xxxx,*xxx,"% Oil Life displayed under Engine Info: 0=disabled, 1=enabled",,,,,,,,,,,,,,,,,,,,
