** Use the same values in PDM module (741-xx-xx),,,,,,
740-01-01,0000,0000,0049,,,
740-01-02,0000,0000,004A,,,
740-01-03,0000,0000,004B,,,
740-01-04,0000,0000,004C,,,
740-01-05,0000,0000,4D,,,
740-02-01,0000,0000,004A,,,
740-02-02,0000,004B,,,,
740-03-01,*xxx,xx,,Powerfold Config (PF) & Mirror Heat Config (MH) & Memory Mirror Config (MM) & Reverse Mirror Config (RM),,
,,,,0=PF not configured & MH not configured & MM not configured & RM not configured,8=PF configured & MH not configured & MM not configured & RM not configured,
,,,,1=PF not configured & MH not configured & MM not configured & RM configured,9=PF configured & MH not configured & MM not configured & RM configured,
,,,,2=PF not configured & MH not configured & MM configured & RM not configured,A=PF configured & MH not configured & MM configured & RM not configured,
,,,,3=PF not configured & MH not configured & MM configured & RM configured,B=PF configured & MH not configured & MM configured & RM configured,
,,,,4=PF not configured & MH configured & MM not configured & RM not configured,C=PF configured & MH configured & MM not configured & RM not configured,
,,,,5=PF not configured & MH configured & MM not configured & RM configured,D=PF configured & MH configured & MM not configured & RM configured,
,,,,6=PF not configured & MH configured & MM configured & RM not configured,E=PF configured & MH configured & MM configured & RM not configured,
,,,,7=PF not configured & MH configured & MM configured & RM configured,F=PF configured & MH configured & MM configured & RM configured,
740-03-01,x*xx,xx,,Autofold Config (AF) & X-Motor Direction (XMD) & Y-Motor Direction (YMD) & X-Sensor Direction (XSD) ,,
,,,,0=AF: not configured & XMD: normal & YMD: normal & XSD: normal,8=AF: configured & XMD: normal & YMD: normal & XSD: normal,
,,,,1=AF: not configured & XMD: normal & YMD: normal & XSD: inverse,9=AF: configured & XMD: normal & YMD: normal & XSD: inverse,
,,,,2=AF: not configured & XMD: normal & YMD: inverse & XSD: normal,A=AF: configured & XMD: normal & YMD: inverse & XSD: normal,
,,,,3=AF: not configured & XMD: normal & YMD: inverse & XSD: inverse,B=AF: configured & XMD: normal & YMD: inverse & XSD: inverse,
,,,,4=AF: not configured & XMD: inverse & YMD: normal & XSD: normal,C=AF: configured & XMD: inverse & YMD: normal & XSD: normal,
,,,,5=AF: not configured & XMD: inverse & YMD: normal & XSD: inverse,D=AF: configured & XMD: inverse & YMD: normal & XSD: inverse,
,,,,6=AF: not configured & XMD: inverse & YMD: inverse & XSD: normal,E=AF: configured & XMD: inverse & YMD: inverse & XSD: normal,
,,,,7=AF: not configured & XMD: inverse & YMD: inverse & XSD: inverse,F=AF: configured & XMD: inverse & YMD: inverse & XSD: inverse,
740-03-01,xx*x,xx,,Y-Sensor Direction (YSD) & Lincoln AutoFold Config (LAF) & Trailer Tow Mirror Config (TTM),,
,,,,0=YSD: normal & LAF: Existing Strategy & TTM: standard mirrors,8=YSD: inverse & LAF: Existing Strategy & TTM: standard mirrors,
,,,,2=YSD: normal & LAF: Existing Strategy & TTM: trailer tow mirrors,A=YSD: inverse & LAF: Existing Strategy & TTM: trailer tow mirrors,
,,,,4=YSD: normal & LAF: New Strategy & TTM: standard mirrors,C=YSD: inverse & LAF: New Strategy & TTM: standard mirrors,
,,,,6=YSD: normal & LAF: New Strategy & TTM: trailer tow mirrors,E=YSD: inverse & LAF: New Strategy & TTM: trailer tow mirrors,
740-04-01,*xxx,xx,,Puddle Lamp & Puddle Lamp Type (PLT) & Side Turn Indicator (STI) & Side Turn Indicator Type (STIT),,
,,,,0=PL not config & PLT: bulb & STI: not config & STIT: bulb,8=PL configured & PLT: bulb & STI: not config & STIT: bulb,
,,,,1=PL not config & PLT: bulb & STI: not config & STIT: LED,9=PL configured & PLT: bulb & STI: not config & STIT: LED,
,,,,2=PL not config & PLT: bulb & STI: configured & STIT: bulb,A=PL configured & PLT: bulb & STI: configured & STIT: bulb,
,,,,3=PL not config & PLT: bulb & STI: configured & STIT: LED,B=PL configured & PLT: bulb & STI: configured & STIT: LED,
,,,,4=PL not config & PLT: LED & STI: not config & STIT: bulb,C=PL configured & PLT: LED & STI: not config & STIT: bulb,
,,,,5=PL not config & PLT: LED & STI: not config & STIT: LED,D=PL configured & PLT: LED & STI: not config & STIT: LED,
,,,,6=PL not config & PLT: LED & STI: configured & STIT: bulb,E=PL configured & PLT: LED & STI: configured & STIT: bulb,
,,,,7=PL not config & PLT: LED & STI: configured & STIT: LED,F=PL configured & PLT: LED & STI: configured & STIT: LED,
740-04-01,x*xx,xx,,Lock Status LED & BLIS & Lock Status LED Dimming - old strategy (no dimming) / new strategy (dimming) & Backlighting Dimming - new strategy (no dimming at night) / old strategy (dimming curve),,
,,,,0=LSL not config & BLIS not config & LSLD: old strat & BD: new strat,8=LSL configured & BLIS not config & LSLD: old strat & BD: new strat,
,,,,1=LSL not config & BLIS not config & LSLD: old strat & BD: old strat,9=LSL configured & BLIS not config & LSLD: old strat & BD: old strat,
,,,,2=LSL not config & BLIS not config & LSLD: new strat & BD: new strat,A=LSL configured & BLIS not config & LSLD: new strat & BD: new strat,
,,,,3=LSL not config & BLIS not config & LSLD: new strat & BD: old strat,B=LSL configured & BLIS not config & LSLD: new strat & BD: old strat,
,,,,4=LSL not config & BLIS configured & LSLD: old strat & BD: new strat,C=LSL configured & BLIS configured & LSLD: old strat & BD: new strat,
,,,,5=LSL not config & BLIS configured & LSLD: old strat & BD: old strat,D=LSL configured & BLIS configured & LSLD: old strat & BD: old strat,
,,,,6=LSL not config & BLIS configured & LSLD: new strat & BD: old strat,E=LSL configured & BLIS configured & LSLD: new strat & BD: new strat,
,,,,7=LSL not config & BLIS configured & LSLD: new strat & BD: new strat,F=LSL configured & BLIS configured & LSLD: new strat & BD: old strat,
740-04-01,xx*x,xx,,Lincoln Welcome Mat Config (LWM) & Independent Puddle Lamps (IPL),,
,,,,0=LWM: Puddle Lamps - follow BCM CAN signal & IPL Old Strategy,6=LWM: only illuminate when mirrors closed & IPL New Strategy (Independent Puddle Lamps),
,,,,2=LWM: Puddle Lamps - follow BCM CAN signal & IPL New Strategy (Independent Puddle Lamps),8=LWM: only illuminate when mirrors open & IPL Old Strategy,
,,,,4=LWM: only illuminate when mirrors closed & IPL Old Strategy,A=LWM: only illuminate when mirrors open & IPL New Strategy (Independent Puddle Lamps),
740-05-01,*xxx,xx,,Global Open Config (GO) & Global Close Config (GC) & Short Drop Config (SD) & Window Child Lockout Config (WCL),,
,,,,0=GO: not configured & GC: not configured & SD: not configured & WCL: bulb,8=GO: configured & GC: not configured & SD: not configured & WCL: bulb,
,,,,1=GO: not configured & GC: not configured & SD: not configured & WCL: LED,9=GO: configured & GC: not configured & SD: not configured & WCL: LED,
,,,,2=GO: not configured & GC: not configured & SD: configured & WCL: bulb,A=GO: configured & GC: not configured & SD: configured & WCL: bulb,
,,,,3=GO: not configured & GC: not configured & SD: configured & WCL: LED,B=GO: configured & GC: not configured & SD: configured & WCL: LED,
,,,,4=GO: not configured & GC: configured & SD: not configured & WCL: bulb,C=GO: configured & GC: configured & SD: not configured & WCL: bulb,
,,,,5=GO: not configured & GC: configured & SD: not configured & WCL: LED,D=GO: configured & GC: configured & SD: not configured & WCL: LED,
,,,,6=GO: not configured & GC: configured & SD: configured & WCL: bulb,E=GO: configured & GC: configured & SD: configured & WCL: bulb,
,,,,7=GO: not configured & GC: configured & SD: configured & WCL: LED,F=GO: configured & GC: configured & SD: configured & WCL: LED,
740-05-01,x*xx,xx,,Upper Soft Stop Config (USS) & Smart Seal Config (SS) & Thermo Protection Config (TP) & Motor Direction Config (MD),,
,,,,0=USS: not configured & SS: not configured & TP: Off & MD: normal,8=USS: configured & SS: not configured & TP: Off & MD: normal,
,,,,1=USS: not configured & SS: not configured & TP: Off & MD: inverse,9=USS: configured & SS: not configured & TP: Off & MD: inverse,
,,,,2=USS: not configured & SS: not configured & TP: On & MD: normal,A=USS: configured & SS: not configured & TP: On & MD: normal,
,,,,3=USS: not configured & SS: not configured & TP: On & MD: inverse,B=USS: configured & SS: not configured & TP: On & MD: inverse,
,,,,4=USS: not configured & SS: configured & TP: Off & MD: normal,C=USS: configured & SS: configured & TP: Off & MD: normal,
,,,,5=USS: not configured & SS: configured & TP: Off & MD: inverse,D=USS: configured & SS: configured & TP: Off & MD: inverse,
,,,,6=USS: not configured & SS: configured & TP: On & MD: normal,E=USS: configured & SS: configured & TP: On & MD: normal,
,,,,7=USS: not configured & SS: configured & TP: On & MD: inverse,F=USS: configured & SS: configured & TP: On & MD: inverse,
740-05-01,xx*x,xx,,Hall Direction Config (HD) & Comfort Vent (CV) & OneTouchUp (OTU),,
,,,,0=HD: normal & CV: disabled & OTU: enabled,8=HD: inverse & CV: disabled & OTU: enabled,
,,,,2=HD: normal & CV: disabled & OTU: disabled,A=HD: inverse & CV: disabled & OTU: disabled,
,,,,4=HD: normal & CV: enabled & OTU: enabled,C=HD: inverse & CV: enabled & OTU: enabled,
,,,,6=HD: normal & CV: enabled & OTU: disabled,E=HD: inverse & CV: enabled & OTU: disabled,
740-06-01,*xxx,,,Memory Switchpack Config (MS) & Cabin Lock Switch Config (CLS) & Wire Harness Selection (WHS),,
,,,,0=MS not configured & CLS not configured & WHS: Old Wire Harness,8=MS configured & CLS not configured & WHS: Old Wire Harness,
,,,,2=MS not configured & CLS not configured & WHS: New Wire Harness,A=MS configured & CLS not configured & WHS: New Wire Harness,
,,,,4=MS not configured & CLS configured & WHS: Old Wire Harness,C=MS configured & CLS configured & WHS: Old Wire Harness,
,,,,6=MS not configured & CLS configured & WHS: New Wire Harness,E=MS configured & CLS configured & WHS: New Wire Harness,
740-07-01,*xxx,xx,,C1A-Latches (C1A) & DriverSidePosition (DSP) & Gearbox Type (GBT) & StartStop (SS),,
,,,,0=C1A: none & DSP: LHD & GBT: Manual Trans & SS: no,8=C1A: yes & DSP: LHD & GBT: Manual Trans & SS: no,
,,,,1=C1A: none & DSP: LHD & GBT: Manual Trans & SS: yes,9=C1A: yes & DSP: LHD & GBT: Manual Trans & SS: yes,
,,,,2=C1A: none & DSP: LHD & GBT: Auto Trans & SS: none,A=C1A: yes & DSP: LHD & GBT: Auto Trans & SS: none,
,,,,3=C1A: none & DSP: LHD & GBT: Auto Trans & SS: yes,B=C1A: yes & DSP: LHD & GBT: Auto Trans & SS: yes,
,,,,4=C1A: none & DSP: RHD & GBT: Manual Trans & SS: no,C=C1A: yes & DSP: RHD & GBT: Manual Trans & SS: no,
,,,,5=C1A: none & DSP: RHD & GBT: Manual Trans & SS: yes,D=C1A: yes & DSP: RHD & GBT: Manual Trans & SS: yes,
,,,,6=C1A: none & DSP: RHD & GBT: Auto Trans & SS: no,E=C1A: yes & DSP: RHD & GBT: Auto Trans & SS: no,
,,,,7=C1A: none & DSP: RHD & GBT: Auto Trans & SS: yes,F=C1A: yes & DSP: RHD & GBT: Auto Trans & SS: yes,
740-07-01,x*xx,xx,,StartStop Voltage Threshold (SSVT) & LIN SwitchSupply (LSS) & NoRear (NR) & Debug CAN Messages (DCM),,
,,,,0=SSVT not configured & LSS not configured & NR not configured & DCM no debug,8=SSVT configured & LSS not configured & NR not configured & DCM no debug,
,,,,1=SSVT not configured & LSS not configured & NR not configured & DCM debug,9=SSVT configured & LSS not configured & NR not configured & DCM debug,
,,,,2=SSVT not configured & LSS not configured & NR configured & DCM no debug,A=SSVT configured & LSS not configured & NR configured & DCM no debug,
,,,,3=SSVT not configured & LSS not configured & NR configured & DCM debug,B=SSVT configured & LSS not configured & NR configured & DCM debug,
,,,,4=SSVT not configured & LSS configured & NR not configured & DCM no debug,C=SSVT configured & LSS configured & NR not configured & DCM no debug,
,,,,5=SSVT not configured & LSS configured & NR not configured & DCM debug,D=SSVT configured & LSS configured & NR not configured & DCM debug,
,,,,6=SSVT not configured & LSS configured & NR configured & DCM no debug,E=SSVT configured & LSS configured & NR configured & DCM no debug,
,,,,7=SSVT not configured & LSS configured & NR configured & DCM debug,F=SSVT configured & LSS configured & NR configured & DCM debug,
740-07-01,xx*x,xx,,Kostia CAN Messages (KCM) & SmartDriver DZ70 (SD),,
,,,,0=KCM: no Kostia CAN messages & SD: Smart Driver L9953,8=KCM: Kostia CAN messages avail & SD: Smart Driver L9953,
,,,,4=KCM: no Kostia CAN messages & SD: Smart Driver L99DZ70,C=KCM: Kostia CAN messages avail & SD: Smart Driver L99DZ70,
740-08-01,*xxx,xx,,Rear Thermo Protection (RTP) & Rear Smart Seal (RSS) & Rear Upper Soft Stop (RUSS) & Rear Global Open (RGO),,
,,,,0=RTP off & RSS not configured & RUSS not configured & RGO not configured,8=RTP on & RSS not configured & RUSS not configured & RGO not configured,
,,,,1=RTP off & RSS not configured & RUSS not configured & RGO configured,9=RTP on & RSS not configured & RUSS not configured & RGO configured,
,,,,2=RTP off & RSS not configured & RUSS configured & RGO not configured,A=RTP on & RSS not configured & RUSS configured & RGO not configured,
,,,,3=RTP off & RSS not configured & RUSS configured & RGO configured,B=RTP on & RSS not configured & RUSS configured & RGO configured,
,,,,4=RTP off & RSS configured & RUSS not configured & RGO not configured,C=RTP on & RSS configured & RUSS not configured & RGO not configured,
,,,,5=RTP off & RSS configured & RUSS not configured & RGO configured,D=RTP on & RSS configured & RUSS not configured & RGO configured,
,,,,6=RTP off & RSS configured & RUSS configured & RGO not configured,E=RTP on & RSS configured & RUSS configured & RGO not configured,
,,,,7=RTP off & RSS configured & RUSS configured & RGO configured,F=RTP on & RSS configured & RUSS configured & RGO configured,
740-08-01,x*xx,xx,,Rear Global Close (RGC) & Rear Motor Direction (RMD) & Rear Hall Direction (RHD) & Rear Child Feedback Switch (RCFS),,
,,,,0=RGC not configured & RMD Normal & RHD Normal & RCFS ignore feedback switch,8=RGC configured & RMD Normal & RHD Normal & RCFS ignore feedback switch,
,,,,1=RGC not configured & RMD Normal & RHD Normal & RCFS evaluate feedback switch,9=RGC configured & RMD Normal & RHD Normal & RCFS evaluate feedback switch,
,,,,2=RGC not configured & RMD Normal & RHD Inverse & RCFS ignore feedback switch,A=RGC configured & RMD Normal & RHD Inverse & RCFS ignore feedback switch,
,,,,3=RGC not configured & RMD Normal & RHD Inverse & RCFS evaluate feedback switch,B=RGC configured & RMD Normal & RHD Inverse & RCFS evaluate feedback switch,
,,,,4=RGC not configured & RMD Inverse & RHD Normal & RCFS ignore feedback switch,C=RGC configured & RMD Inverse & RHD Normal & RCFS ignore feedback switch,
,,,,5=RGC not configured & RMD Inverse & RHD Normal & RCFS evaluate feedback switch,D=RGC configured & RMD Inverse & RHD Normal & RCFS evaluate feedback switch,
