727-01-01,*xxx,xxxx,xxxx,Internal SDARS & APIM type (gen1/gen2) & EFP (CAN/LIN) & APIM,,
,,,,1=Int SDARS enabled & APIM gen2 & EFP CAN based & APIM available,8=Int SDARS disabled & APIM gen2 & EFP CAN based & APIM not available,
,,,,0=Int SDARS enabled & APIM gen2 & EFP CAN based & APIM not available,9=Int SDARS disabled & APIM gen2 & EFP CAN based & APIM available,
,,,,2=Int SDARS enabled & APIM gen2 & EFP LIN based & APIM not available,A=Int SDARS disabled & APIM gen2 & EFP LIN based & APIM not available,
,,,,3=Int SDARS enabled & APIM gen2 & EFP LIN based & APIM available,B=Int SDARS disabled & APIM gen2 & EFP LIN based & APIM available,
,,,,4=Int SDARS enabled & APIM gen1 & EFP CAN based & APIM not available,C=Int SDARS disabled & APIM gen1 & EFP CAN based & APIM not available,
,,,,5=Int SDARS enabled & APIM gen1 & EFP CAN based & APIM available,D=Int SDARS disabled & APIM gen1 & EFP CAN based & APIM available,
,,,,6=Int SDARS enabled & APIM gen1 & EFP LIN based & APIM not available,E=Int SDARS disabled & APIM gen1 & EFP LIN based & APIM not available,
,,,,7=Int SDARS enabled & APIM gen1 & EFP LIN based & APIM not available,F=Int SDARS disabled & APIM gen1 & EFP LIN based & APIM available,
727-01-01,x*xx,xxxx,xxxx,HD Radio (enabled/disabled) & DAB Tuner (avail/not avail) & SWC Audio:CAN-SWC (avail/not avail) & CGEA Version (1.2/1.3),,
,,,,0=HD radio enabled & DAB not avail & SWC not avail & CGEA 1.3,8=HD radio disabled & DAB not avail & SWC not avail & CGEA 1.3,
,,,,1=HD radio enabled & DAB not avail & SWC not avail & CGEA 1.2,9=HD radio disabled & DAB not avail & SWC not avail & CGEA 1.2,
,,,,2=HD radio enabled & DAB not avail & SWC avail & CGEA 1.3,A=HD radio disabled & DAB not avail & SWC avail & CGEA 1.3,
,,,,3=HD radio enabled & DAB not avail & SWC avail & CGEA 1.2,B=HD radio disabled & DAB not avail & SWC avail & CGEA 1.2,
,,,,4=HD radio enabled & DAB avail & SWC not avail & CGEA 1.3,C=HD radio disabled & DAB avail & SWC not avail & CGEA 1.3,
,,,,5=HD radio enabled & DAB avail & SWC not avail & CGEA 1.2,D=HD radio disabled & DAB avail & SWC not avail & CGEA 1.2,
,,,,6=HD radio enabled & DAB avail & SWC avail & CGEA 1.3,E=HD radio disabled & DAB avail & SWC avail & CGEA 1.3,
,,,,7=HD radio enabled & DAB avail & SWC avail & CGEA 1.2,F=HD radio disabled & DAB avail & SWC avail & CGEA 1.2,
727-01-01,xx*x,xxxx,xxxx,"Front/Rear Satellite Speakers (Internal Amp, External Variable, Fixed Line Level, Not Used, Reserved)",,
,,,,"* Int Amp=Default, External Variable=4 Volts (Vref1), Fixed L/L=aka Smart Amp *",,
,,,,A=Front: Fixed Line Level & Rear: Fixed L/L,7=Front: External Variable & Rear: not used,
,,,,0=Front: Int Amp & Rear: Int Amp,8=Front: Fixed Line Level & Rear: Int Amp,
,,,,1=Front: Int Amp & Rear: External Variable,9=Front: Fixed Line Level & Rear: External Variable,
,,,,2=Front: Int Amp & Rear: Fixed L/L,B=Front: Fixed Line Level & Rear: not used,
,,,,3=Front: Int Amp & Rear: not used,C=Front: reserved & Rear: Int Amp,
,,,,4=Front: External Variable & Rear: Int Amp,D=Front: reserved & Rear: External Variable,
,,,,5=Front: External Variable & Rear: External Variable,E=Front: reserved & Rear: Fixed L/L,
,,,,6=Front: External Variable & Rear: Fixed L/L,F=Front: reserved & Rear: not used,
727-01-01,xxx*,xxxx,xxxx,Aux 1 & Aux 2:,,
,,,,"* Ext Sub= Vref1-4 volt, External Speaker=Vref1-4 volt *",,
,,,,0=Aux1 not used & Aux2 not used,8=Aux1 External Sub & Aux2 not used,
,,,,1=Aux1 not used & Aux2 Internal Amp,9=Aux1 External Sub & Aux2 Internal Amp,
,,,,2=Aux1 not used & Aux2 External Sub,A=Aux1 External Sub & Aux2 External Sub,
,,,,3=Aux1 not used & Aux2 External Speaker,B=Aux1 External Sub & Aux2 External Speaker,
,,,,4=Aux1 reserved & Aux2 not used,C=Aux1 External Speaker & Aux2 not used,
,,,,5=Aux1 reserved & Aux2 Internal Amp,D=Aux1 External Speaker & Aux2 Internal Amp,
,,,,6=Aux1 reserved & Aux2 External Sub,E=Aux1 External Speaker & Aux2 External Sub,
,,,,7=Aux1 reserved & Aux2 External Speaker,F=Aux1 External Speaker & Aux2 External Speaker,
727-01-01,xxxx,*xxx,xxxx,Front/Rear Speakers Detection enabled (if Int amp)/disabled & Antenna Type & Number of Presets,,
,,,,0=Front & Rear Det enabled & Antenna Type: Mast & 10 presets,8=Front Det disabled & Rear Det enabled & Antenna Type: Mast & 10 presets,
,,,,1=Front & Rear Det enabled & Antenna Type: Mast & 6 presets,9=Front Det disabled & Rear Det enabled & Antenna Type: Mast & 6 presets,
,,,,2=Front & Rear Det enabled & Antenna Type: Active & 10 presets,A=Front Det disabled & Rear Det enabled & Antenna Type: Mast & 10 presets,
,,,,3=Front & Rear Det enabled & Antenna Type: Active & 6 presets,B=Front Det disabled & Rear Det enabled & Antenna Type: Mast & 6 presets,
,,,,4=Front Det enabled & Rear disabled & Antenna Type: Mast & 10 presets,C=Front & Rear Det disabled & Antenna Type: Mast & 10 presets,
,,,,5=Front Det enabled & Rear Det disabled & Antenna Type: Mast & 6 presets,D=Front & Rear Det disabled & Antenna Type: Mast & 6 presets,
,,,,6=Front Det enabled & Rear disabled & Antenna Type: Active & 10 presets,E=Front & Rear Det disabled & Antenna Type: Active & 10 presets,
,,,,7=Front Det enabled & Rear disabled & Antenna Type: Active & 6 presets,F=Front & Rear Det disabled & Antenna Type: Active & 6 presets,
727-01-01,xxxx,x*xx,xxxx,Front Tweeters (FT) & Chime Strategy (CS) & ANC (fake engine sound) & USB,,
,,,,0=FT absent & CS : North American & ANC absent & USB absent,8=FT present & CS: North American & ANC absent & USB absent,
,,,,1=FT absent & CS : North American & ANC absent & USB present,9=FT present & CS: North American & ANC absent & USB present,
,,,,2=FT absent & CS : North American & ANC present & USB absent,A=FT present & CS: North American & ANC present & USB absent,
,,,,3=FT absent & CS : North American & ANC present & USB present,B=FT present & CS: North American & ANC present & USB present,
,,,,4=FT absent & CS : CIMCA & ANC absent & USB absent,C=FT present & CS: CIMCA & ANC absent & USB absent,
,,,,5=FT absent & CS : CIMCA & ANC absent & USB present,D=FT present & CS: CIMCA & ANC absent & USB present,
,,,,6=FT absent & CS : CIMCA & ANC present & USB absent,E=FT present & CS: CIMCA & ANC present & USB absent,
,,,,7=FT absent & CS : CIMCA & ANC present & USB present,F=FT present & CS: CIMCA & ANC present & USB present,
727-01-01,xxxx,xx*x,xxxx,Aux 1 Channel Location for Balance & Fade,,
,,,,0=Mono Subwoofer,8=Right Rear,
,,,,2=Left Front,A=Center Rear,
,,,,4=Center Front,C=Left Rear,
,,,,6=Right Front,E=Right Subwoofer,
727-01-01,xxxx,xx*x,xxxx,Aux 2 Channel Location for Balance & Fade,,
,,,,0=Mono Subwoofer,8=Right Rear,
,,,,2=Left Front,A=Center Rear,
,,,,4=Center Front,C=Left Rear,
,,,,6=Right Front,E=Right Subwoofer,
727-01-01,xxxx,xxx*,xxxx,CD & MP3 CD Text Conversion,,
,,,,0=Internal CD & no conversion,2=External CD or no CD & no conversion,
,,,,"1=Internal CD & Folder, file, and track name replaced by their number","3=External CD or no CD & Folder, file, and track name replaced by their #",
727-01-01,xxxx,xxxx,*xxx,Center Channel Open Detection & AAM & Convertible & Turn Signal Chimes,,
,,,,0=CC check for open & AAM absent & non-Convertible & Chimes disabled,8=CC don't check for open & AAM absent & non-Convertible & Chimes disabled,
,,,,1=CC check for open & AAM absent & non-Convertible & Chimes enabled,9=CC don't check for open & AAM absent & non-Convertible & Chimes enabled,
,,,,2=CC check for open & AAM absent & Convertible & Chimes disabled,A=CC don't check for open & AAM absent & Convertible & Chimes disabled,
,,,,3=CC check for open & AAM absent & Convertible & Chimes enaabled,B=CC don't check for open & AAM absent & Convertible & Chimes enabled,
,,,,4=CC check for open & AAM present & non-Convertible & Chimes disabled,C=CC don't check for open & AAM present & non-Convertible & Chimes disabled,
,,,,5=CC check for open & AAM present & non-Convertible & Chimes enabled,D=CC don't check for open & AAM present & non-Convertible & Chimes enabled,
,,,,6=CC check for open & AAM present & Convertible & Chimes disabled,E=CC dont check for open & AAM present & Convertible & Chimes disabled,
,,,,7=CC check for open & AAM present & Convertible & Chimes enabled,F=CC dont check for open & AAM present & Convertible & Chimes enabled,
727-01-01,xxxx,xxxx,x*xx,Demand Lamp & Tune Knob Acceleration,,
,,,,0=Demand Lamp disabled & Tune Knob Acceleration off,8=Demand Lamp enabled & Tune Knob Acceleration off,
,,,,2=Demand Lamp disabled & Tune Knob Acceleration on,A=Demand Lamp enabled & Tune Knob Acceleration on,
727-01-02,x*xx,xxxx,xxxx,EQ Selection #,,
,,,,"0=EQ Selection #0, 1=EQ Selection #1, 2=EQ Selection #2, 3=EQ Selection #3, 4=EQ Selection #4, 5=EQ Selection #5, 6=EQ Selection #6, 7=EQ Selection #7, 8=EQ Selection #8, 9=EQ Selection #9",,
727-01-02,xx*x,xxxx,xxxx,ANC Left Front Mixing & ANC Center Front Mixing,,
,,,,0=LF: no mixing & CF: no mixing,8=LF: Aux1 & CF: no mixing,
,,,,1=LF: no mixing & CF: power Amp center,9=LF: Aux1 & CF: power Amp center,
,,,,2=LF: no mixing & CF: center ANC,A=LF:Aux1 & CF: center ANC,
,,,,3=LF: no mixing & CF: reserved,B=LF: Aux1 & CF: reserved,
,,,,4=LF: power Amp left & CF: no mixing,C=LF: reserved & CF: no mixing,
,,,,5=LF: power Amp left & CF: power Amp center,D=LF: reserved & CF: power Amp center,
,,,,6=LF: power Amp left & CF: center ANC,E=LF: reserverd & CF: center ANC,
,,,,7=LF: power Amp left & CF: reserved,F=LF: reserved & CF: reserved,
727-01-02,xxx*,xxxx,xxxx,ANC Right Front Mixing & ANC Rear Mixing,,
,,,,0=RF: no mixing & Rear: no mixing,8=RF: Aux2 & Rear: no mixing,
,,,,1=RF: no mixing & Rear: power Amp left & right,9=RF: Aux2 & Rear: power Amp left & right,
,,,,2=RF: no mixing & Rear: Aux1,A=RF: Aux2 & Rear: Aux1,
,,,,3=RF: no mixing & Rear: power Amp left & right rear & Aux1,B=RF: Aux2 & Rear: power Amp left & right rear & Aux1,
,,,,4=RF: power Amp right & Rear: no mixing,C=RF: reserved & Rear: no mixing,
,,,,5=RF: power Amp right & Rear: power Amp left & right,D=RF: reserved & Rear: power Amp left & right,
,,,,6=RF: power Amp right & Rear: Aux1,E=RF: reserved & Rear: Aux1,
,,,,7=RF: power Amp right & Rear: power Amp left & right rear & Aux1,F=RF: reserved & Rear: power Amp left & right rear & Aux1,
727-01-02,xxxx,*xxx,xxxx,Speaker 1 Output (only valid if A2B is enabled) & Speaker 2 Output (only valid if A2B is enabled),,
,,,,0=Speaker1 00-Non-Tweeter Only & Speaker2 00-Non-Tweeter Only,8=Speaker1 10-Speaker & Tweeter Only & Speaker2 00-Non-Tweeter Only,
,,,,1=Speaker1 00-Non-Tweeter Only & Speaker2 01-Tweeter Only,9=Speaker1 10-Speaker & Tweeter Only & Speaker2 01-Tweeter Only,
,,,,2=Speaker1 00-Non-Tweeter Only & Speaker2 10-Speaker & Tweeter,A=Speaker1 10-Speaker & Tweeter Only & Speaker2 10-Speaker & Tweeter,
,,,,3=Speaker1 00-Non-Tweeter Only & Speaker2 11-no speaker connected,B=Speaker1 10-Speaker & Tweeter Only & Speaker2 11=no speaker connected,
,,,,4=Speaker1 01-Tweeter Only & Speaker2 00-Non-Tweeter Only,C=Speaker1 11-no speaker connected & Speaker2 00-Non-Tweeter Only,
,,,,5=Speaker1 01-Tweeter Only & Speaker2 01-Tweeter Only,D=Speaker1 11-no speaker connected & Speaker2 01-Tweeter Only,
,,,,6=Speaker1 01-Tweeter Only & Speaker2 10-Speaker & Tweeter,E=Speaker1 11-no speaker connected & Speaker2 10-Speaker & Tweeter,
,,,,7=Speaker1 01-Tweeter Only & Speaker2 11-no speaker connected,F=Speaker1 11-no speaker connected & Speaker2 11-no speaker connected,
727-01-02,xxxx,x*xx,xxxx,Speaker 3 Output (only valid if A2B is enabled) & Speaker 4 Output (only valid if A2B is enabled),,
,,,,0=Speaker3 00-Non-Tweeter Only & Speaker4 00-Non-Tweeter Only,8=Speaker3 10-Speaker & Tweeter Only & Speaker4 00-Non-Tweeter Only,
,,,,1=Speaker3 00-Non-Tweeter Only & Speaker4 01-Tweeter Only,9=Speaker3 10-Speaker & Tweeter Only & Speaker4 01-Tweeter Only,
,,,,2=Speaker3 00-Non-Tweeter Only & Speaker4 10-Speaker & Tweeter,A=Speaker3 10-Speaker & Tweeter Only & Speaker4 10-Speaker & Tweeter,
,,,,3=Speaker3 00-Non-Tweeter Only & Speaker4 11-no speaker connected,B=Speaker3 10-Speaker & Tweeter Only & Speaker4 11=no speaker connected,
,,,,4=Speaker3 01-Tweeter Only & Speaker4 00-Non-Tweeter Only,C=Speaker3 11-no speaker connected & Speaker4 00-Non-Tweeter Only,
,,,,5=Speaker3 01-Tweeter Only & Speaker4 01-Tweeter Only,D=Speaker3 11-no speaker connected & Speaker4 01-Tweeter Only,
,,,,6=Speaker3 01-Tweeter Only & Speaker4 10-Speaker & Tweeter,E=Speaker3 11-no speaker connected & Speaker4 10-Speaker & Tweeter,
,,,,7=Speaker3 01-Tweeter Only & Speaker4 11-no speaker connected,F=Speaker3 11-no speaker connected & Speaker4 11-no speaker connected,
727-04-01,x*xx,xxxx,xxxx,"Tuner Region: 0=NA (North America), 1=GCC, 2=Japan, 3=Europe, 4=Asia Pacific",,
727-04-01,xxx*,xxxx,xxxx,"SDARS Region: 0=unconfigured, 1=U.S., 2=CANADA, 3=no content",,
727-04-01,xxxx,x*xx,xxxx,"SDARS Data Services: 0=unconfigured, 1=Data Services,  2=no Data Services",,
727-04-01,xxxx,xx**,**xx,"Country Code: 5553=U.S., 4341=CANADA",,
727-01-01,10A0,D200,8032,No External Subwoofer/ No External Speaker,my default value for Sony 10 speaker w/factory sub,
727-01-01,xxx8,xxxx,xxxx,Auxiliary External Subwoofer ** use this for aftermarket kicker sub & amp along with one of the 727-01-02 choices below **,,
727-01-01,xxxC,xxxx,xxxx,Auxiliary External Speaker,,
727-01-01,xxxx,x0xx,xxxx,Engine Noise Enhancement disabled,,
727-01-02,0088,B9,,"Kicker/Subwoofer Selection ""error""",,
727-01-02,0788,C0,,SuperCab with 6 Speakers & Kicker Sound,,
727-01-02,0888,C1,,CrewCab with 6 Speakers & Kicker Sound,,
727-01-02,0988,C2,,SuperCab with 7 Speakers & Kicker Sound,,
727-01-02,0A88,C3,,CrewCab with 7 Speakers & Kicker Sound,,
727-05-01,041E,121A,36B8,AM Presets,DanMc85's findings,
727-05-02,765B,572F,0793,,,
727-06-01,4A00,2600,2ED3,FM Presets,,
727-06-02,0036,0038,00A4,,,
727-06-03,5A00,5C00,3522,,,
727-06-04,0033,000A,0075,,,
727-07-01,5E00,0A00,33D1,,,
727-07-02,0035,005C,00C8,,,
727-07-03,6400,5C00,352D,,,
727-07-04,0033,000A,0076,,,
727-08-01,749A,CB55,84EF,Sirius Presets,,
727-08-02,DE36,4655,7A61,,,
727-08-03,0210,173F,40E1,,,
727-08-04,1427,4C7C,5B98,,,
727-08-05,9899,973C,0948,,,
727-08-06,0F29,4651,5D68,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
